subdivision,year,month,season,probability,risk_rank
Sub Himalayan West Bengal & Sikkim,1932,7,MONSOON,0.13553482294082642,17662
Rayalseema,1998,9,MONSOON,0.1354956030845642,17663
South Interior Karnataka,1951,1,WINTER,0.13548338413238525,17664
Tamil Nadu,1998,4,PRE_MONSOON,0.13547736406326294,17665
Punjab,1991,8,MONSOON,0.13547120988368988,17666
Naga Mani Mizo Tripura,1956,2,WINTER,0.13545134663581848,17667
Rayalseema,1948,5,PRE_MONSOON,0.1354501098394394,17668
Madhya Maharashtra,1970,3,PRE_MONSOON,0.13544204831123352,17669
Bihar,1980,2,WINTER,0.13542994856834412,17670
Himachal Pradesh,1978,3,PRE_MONSOON,0.13541291654109955,17671
East Rajasthan,1910,4,PRE_MONSOON,0.13540005683898926,17672
Jharkhand,2014,5,PRE_MONSOON,0.1353994607925415,17673
East Rajasthan,1910,6,MONSOON,0.13535171747207642,17674
Matathwada,1942,7,MONSOON,0.13531529903411865,17675
West Uttar Pradesh,1943,4,PRE_MONSOON,0.1352922022342682,17676
West Madhya Pradesh,1964,7,MONSOON,0.13528861105442047,17677
Himachal Pradesh,1922,6,MONSOON,0.13528332114219666,17678
Himachal Pradesh,1961,3,PRE_MONSOON,0.13528120517730713,17679
Himachal Pradesh,1927,12,WINTER,0.13525375723838806,17680
Kerala,1940,10,POST_MONSOON,0.13524338603019714,17681
East Rajasthan,1947,4,PRE_MONSOON,0.1352156102657318,17682
East Madhya Pradesh,1921,4,PRE_MONSOON,0.1351991891860962,17683
East Rajasthan,1972,7,MONSOON,0.13515183329582214,17684
Bihar,1945,8,MONSOON,0.13513733446598053,17685
West Madhya Pradesh,1965,6,MONSOON,0.13510558009147644,17686
Coastal Karnataka,1961,4,PRE_MONSOON,0.13508354127407074,17687
Kerala,1969,2,WINTER,0.135072723031044,17688
West Uttar Pradesh,1993,4,PRE_MONSOON,0.13504362106323242,17689
Coastal Karnataka,1921,7,MONSOON,0.13503548502922058,17690
Sub Himalayan West Bengal & Sikkim,1911,1,WINTER,0.13502851128578186,17691
Andaman & Nicobar Islands,1902,3,PRE_MONSOON,0.1350276619195938,17692
Andaman & Nicobar Islands,1902,6,MONSOON,0.1350211650133133,17693
Chhattisgarh,1969,3,PRE_MONSOON,0.13501854240894318,17694
East Uttar Pradesh,1957,5,PRE_MONSOON,0.13501007854938507,17695
Bihar,2017,5,PRE_MONSOON,0.13497228920459747,17696
Naga Mani Mizo Tripura,2009,2,WINTER,0.1349397450685501,17697
Arunachal Pradesh,1966,11,POST_MONSOON,0.1349349468946457,17698
Andaman & Nicobar Islands,1921,3,PRE_MONSOON,0.1349319964647293,17699
Tamil Nadu,1998,3,PRE_MONSOON,0.13491575419902802,17700
Jammu & Kashmir,1995,3,PRE_MONSOON,0.13490240275859833,17701
Assam & Meghalaya,1931,2,WINTER,0.13485537469387054,17702
Konkan & Goa,1946,4,PRE_MONSOON,0.13481400907039642,17703
Rayalseema,1977,4,PRE_MONSOON,0.1348082423210144,17704
Telangana,1925,7,MONSOON,0.13477204740047455,17705
Himachal Pradesh,1903,6,MONSOON,0.13476663827896118,17706
Himachal Pradesh,1920,4,PRE_MONSOON,0.13470996916294098,17707
Assam & Meghalaya,1903,4,PRE_MONSOON,0.1346517652273178,17708
Madhya Maharashtra,1956,8,MONSOON,0.13464003801345825,17709
Jammu & Kashmir,1921,1,WINTER,0.1345861852169037,17710
Punjab,1918,3,PRE_MONSOON,0.1345822811126709,17711
Sub Himalayan West Bengal & Sikkim,2010,4,PRE_MONSOON,0.13456515967845917,17712
Tamil Nadu,1959,5,PRE_MONSOON,0.1345648616552353,17713
Gujarat Region,1907,7,MONSOON,0.13455209136009216,17714
Jammu & Kashmir,2009,6,MONSOON,0.1345205307006836,17715
East Uttar Pradesh,1908,6,MONSOON,0.13448922336101532,17716
Jammu & Kashmir,1904,3,PRE_MONSOON,0.13447952270507812,17717
East Uttar Pradesh,1916,5,PRE_MONSOON,0.1344764679670334,17718
Kerala,1970,9,MONSOON,0.13447465002536774,17719
East Uttar Pradesh,1982,5,PRE_MONSOON,0.1344039887189865,17720
Assam & Meghalaya,1970,2,WINTER,0.13435132801532745,17721
Gangetic West Bengal,1990,3,PRE_MONSOON,0.13431145250797272,17722
West Uttar Pradesh,1946,7,MONSOON,0.13430286943912506,17723
Assam & Meghalaya,1906,1,WINTER,0.13429974019527435,17724
Jharkhand,1976,8,MONSOON,0.13429608941078186,17725
Himachal Pradesh,1962,11,POST_MONSOON,0.1342640519142151,17726
East Uttar Pradesh,1938,6,MONSOON,0.13422220945358276,17727
East Uttar Pradesh,1923,5,PRE_MONSOON,0.1342083364725113,17728
Kerala,1975,2,WINTER,0.1341911405324936,17729
Jammu & Kashmir,1949,11,POST_MONSOON,0.13414038717746735,17730
Bihar,1983,2,WINTER,0.13411690294742584,17731
West Madhya Pradesh,1964,5,PRE_MONSOON,0.13410890102386475,17732
Uttarakhand,1948,4,PRE_MONSOON,0.13409806787967682,17733
Jharkhand,1926,6,MONSOON,0.13404899835586548,17734
Rayalseema,1940,4,PRE_MONSOON,0.13402394950389862,17735
Assam & Meghalaya,1923,8,MONSOON,0.13400577008724213,17736
Vidarbha,1989,3,PRE_MONSOON,0.13400472700595856,17737
East Rajasthan,2000,4,PRE_MONSOON,0.13399633765220642,17738
Orissa,1934,4,PRE_MONSOON,0.13394980132579803,17739
Gangetic West Bengal,1969,2,WINTER,0.133930042386055,17740
Jharkhand,1917,3,PRE_MONSOON,0.13391920924186707,17741
Jammu & Kashmir,1902,2,WINTER,0.13391879200935364,17742
Bihar,1948,3,PRE_MONSOON,0.13388392329216003,17743
East Uttar Pradesh,1907,4,PRE_MONSOON,0.13383612036705017,17744
Coastal Andhra Pradesh,1967,3,PRE_MONSOON,0.13382628560066223,17745
Naga Mani Mizo Tripura,1924,6,MONSOON,0.13378477096557617,17746
Konkan & Goa,1981,3,PRE_MONSOON,0.13375602662563324,17747
Haryana Delhi & Chandigarh,1948,4,PRE_MONSOON,0.13373452425003052,17748
Assam & Meghalaya,1938,1,WINTER,0.1337330937385559,17749
Rayalseema,1907,4,PRE_MONSOON,0.13371945917606354,17750
Sub Himalayan West Bengal & Sikkim,1929,1,WINTER,0.13370181620121002,17751
Arunachal Pradesh,1965,11,POST_MONSOON,0.13364028930664062,17752
Naga Mani Mizo Tripura,1983,1,WINTER,0.13360801339149475,17753
Andaman & Nicobar Islands,1959,9,MONSOON,0.1336035430431366,17754
Jammu & Kashmir,1934,4,PRE_MONSOON,0.13359954953193665,17755
Chhattisgarh,1921,5,PRE_MONSOON,0.1335638165473938,17756
Haryana Delhi & Chandigarh,1982,5,PRE_MONSOON,0.13355879485607147,17757
East Uttar Pradesh,1926,4,PRE_MONSOON,0.1335577815771103,17758
Konkan & Goa,1950,8,MONSOON,0.13353519141674042,17759
Coastal Andhra Pradesh,1935,9,MONSOON,0.13352030515670776,17760
Punjab,1959,4,PRE_MONSOON,0.13351155817508698,17761
Andaman & Nicobar Islands,1971,3,PRE_MONSOON,0.13349279761314392,17762
East Uttar Pradesh,1997,4,PRE_MONSOON,0.13349266350269318,17763
Telangana,1960,8,MONSOON,0.13348950445652008,17764
North Interior Karnataka,1967,9,MONSOON,0.13346737623214722,17765
South Interior Karnataka,1929,2,WINTER,0.1333925426006317,17766
East Madhya Pradesh,1971,7,MONSOON,0.13338971138000488,17767
West Madhya Pradesh,1984,7,MONSOON,0.1333785206079483,17768
Jammu & Kashmir,1935,2,WINTER,0.1333734393119812,17769
Matathwada,1998,4,PRE_MONSOON,0.1333562284708023,17770
Uttarakhand,1968,4,PRE_MONSOON,0.1333235800266266,17771
Madhya Maharashtra,1968,8,MONSOON,0.13326092064380646,17772
Haryana Delhi & Chandigarh,1952,5,PRE_MONSOON,0.13324996829032898,17773
Jammu & Kashmir,1923,3,PRE_MONSOON,0.13321608304977417,17774
Tamil Nadu,1903,6,MONSOON,0.13321396708488464,17775
Telangana,1954,8,MONSOON,0.13317051529884338,17776
Telangana,1973,7,MONSOON,0.13312947750091553,17777
West Madhya Pradesh,1921,6,MONSOON,0.13310864567756653,17778
Tamil Nadu,1904,3,PRE_MONSOON,0.1331004500389099,17779
Matathwada,1996,7,MONSOON,0.1330738663673401,17780
Gangetic West Bengal,1988,8,MONSOON,0.1330718696117401,17781
Punjab,1936,4,PRE_MONSOON,0.13306544721126556,17782
Andaman & Nicobar Islands,1960,6,MONSOON,0.13305221498012543,17783
Kerala,1973,1,WINTER,0.1330365538597107,17784
Lakshadweep,1907,3,PRE_MONSOON,0.1329929381608963,17785
Jammu & Kashmir,1998,3,PRE_MONSOON,0.1329887956380844,17786
West Rajasthan,1909,6,MONSOON,0.13297121226787567,17787
Vidarbha,1937,8,MONSOON,0.13296131789684296,17788
Jammu & Kashmir,1975,1,WINTER,0.13295337557792664,17789
Assam & Meghalaya,1905,9,MONSOON,0.1328670084476471,17790
North Interior Karnataka,1972,1,WINTER,0.13286586105823517,17791
Chhattisgarh,1937,3,PRE_MONSOON,0.13285328447818756,17792
East Uttar Pradesh,1999,5,PRE_MONSOON,0.132846862077713,17793
Kerala,1939,9,MONSOON,0.1328430473804474,17794
Rayalseema,1905,3,PRE_MONSOON,0.1328151375055313,17795
Jharkhand,1944,6,MONSOON,0.13278689980506897,17796
Coastal Karnataka,1938,9,MONSOON,0.13277457654476166,17797
Uttarakhand,1914,8,MONSOON,0.13274355232715607,17798
Bihar,1933,4,PRE_MONSOON,0.1327381581068039,17799
Kerala,1906,2,WINTER,0.1327325850725174,17800
Lakshadweep,1942,3,PRE_MONSOON,0.1326848417520523,17801
Haryana Delhi & Chandigarh,1981,6,MONSOON,0.13267841935157776,17802
Himachal Pradesh,1932,7,MONSOON,0.1326652616262436,17803
Bihar,2009,8,MONSOON,0.13261111080646515,17804
Himachal Pradesh,1951,11,POST_MONSOON,0.13258029520511627,17805
Gangetic West Bengal,1958,8,MONSOON,0.13257141411304474,17806
East Madhya Pradesh,1951,6,MONSOON,0.13256686925888062,17807
Jammu & Kashmir,1923,2,WINTER,0.13253892958164215,17808
Konkan & Goa,1957,3,PRE_MONSOON,0.13253407180309296,17809
Telangana,1939,8,MONSOON,0.1325337439775467,17810
Telangana,1998,4,PRE_MONSOON,0.13252243399620056,17811
Chhattisgarh,1922,8,MONSOON,0.13252019882202148,17812
West Uttar Pradesh,1963,4,PRE_MONSOON,0.13250480592250824,17813
Naga Mani Mizo Tripura,1919,7,MONSOON,0.13250264525413513,17814
Matathwada,1980,7,MONSOON,0.13249348104000092,17815
Coastal Karnataka,1902,7,MONSOON,0.1324634850025177,17816
North Interior Karnataka,1939,9,MONSOON,0.1324225515127182,17817
Kerala,1933,2,WINTER,0.13230127096176147,17818
Himachal Pradesh,1937,1,WINTER,0.13229577243328094,17819
Jammu & Kashmir,2011,2,WINTER,0.1322638839483261,17820
Bihar,1985,8,MONSOON,0.13221746683120728,17821
Konkan & Goa,1978,7,MONSOON,0.13219976425170898,17822
West Rajasthan,1954,6,MONSOON,0.13217733800411224,17823
Andaman & Nicobar Islands,1960,3,PRE_MONSOON,0.13216139376163483,17824
Gangetic West Bengal,1921,3,PRE_MONSOON,0.13213522732257843,17825
Vidarbha,1944,3,PRE_MONSOON,0.13209962844848633,17826
Coastal Karnataka,1929,9,MONSOON,0.13209384679794312,17827
Coastal Karnataka,2002,8,MONSOON,0.13208219408988953,17828
North Interior Karnataka,1901,8,MONSOON,0.13206180930137634,17829
East Rajasthan,1945,7,MONSOON,0.13200248777866364,17830
Chhattisgarh,1960,8,MONSOON,0.1320021003484726,17831
East Madhya Pradesh,1942,6,MONSOON,0.13198666274547577,17832
Rayalseema,1945,9,MONSOON,0.13194960355758667,17833
Jammu & Kashmir,1974,8,MONSOON,0.13194821774959564,17834
Coastal Karnataka,1963,4,PRE_MONSOON,0.1319386512041092,17835
Haryana Delhi & Chandigarh,1975,6,MONSOON,0.13190476596355438,17836
Tamil Nadu,1936,10,POST_MONSOON,0.13190099596977234,17837
Jharkhand,1994,8,MONSOON,0.1318836808204651,17838
Jharkhand,1938,4,PRE_MONSOON,0.1318724900484085,17839
Vidarbha,1965,8,MONSOON,0.13186870515346527,17840
Coastal Andhra Pradesh,1984,4,PRE_MONSOON,0.13183559477329254,17841
West Madhya Pradesh,1903,4,PRE_MONSOON,0.13183332979679108,17842
North Interior Karnataka,1998,8,MONSOON,0.13181592524051666,17843
Coastal Andhra Pradesh,1992,7,MONSOON,0.13181130588054657,17844
Tamil Nadu,1903,5,PRE_MONSOON,0.13175635039806366,17845
Assam & Meghalaya,2007,2,WINTER,0.13175281882286072,17846
Gujarat Region,1928,5,PRE_MONSOON,0.13172921538352966,17847
Punjab,2007,6,MONSOON,0.13172876834869385,17848
Himachal Pradesh,1924,3,PRE_MONSOON,0.13170380890369415,17849
Rayalseema,1913,9,MONSOON,0.13169321417808533,17850
East Uttar Pradesh,2008,4,PRE_MONSOON,0.13166800141334534,17851
Himachal Pradesh,1967,3,PRE_MONSOON,0.1316656619310379,17852
Matathwada,1929,8,MONSOON,0.13166290521621704,17853
Sub Himalayan West Bengal & Sikkim,2008,6,MONSOON,0.1316603124141693,17854
Jharkhand,1906,8,MONSOON,0.1316026896238327,17855
Sub Himalayan West Bengal & Sikkim,1902,8,MONSOON,0.13158312439918518,17856
East Madhya Pradesh,1958,4,PRE_MONSOON,0.13157957792282104,17857
West Madhya Pradesh,1926,7,MONSOON,0.13157148659229279,17858
Naga Mani Mizo Tripura,1970,5,PRE_MONSOON,0.13156861066818237,17859
Naga Mani Mizo Tripura,1903,8,MONSOON,0.131566122174263,17860
West Rajasthan,1932,5,PRE_MONSOON,0.13156011700630188,17861
Tamil Nadu,1988,10,POST_MONSOON,0.1315598487854004,17862
Coastal Karnataka,1910,7,MONSOON,0.13150809705257416,17863
Coastal Andhra Pradesh,1977,4,PRE_MONSOON,0.13150757551193237,17864
Bihar,2003,2,WINTER,0.13146761059761047,17865
Jammu & Kashmir,1944,10,POST_MONSOON,0.13145078718662262,17866
Madhya Maharashtra,1961,8,MONSOON,0.13143901526927948,17867
Telangana,1920,3,PRE_MONSOON,0.13138969242572784,17868
Matathwada,1992,4,PRE_MONSOON,0.13138343393802643,17869
Uttarakhand,1941,8,MONSOON,0.13137038052082062,17870
South Interior Karnataka,1914,1,WINTER,0.13135398924350739,17871
Kerala,1941,10,POST_MONSOON,0.1313498467206955,17872
Himachal Pradesh,1998,8,MONSOON,0.1313270926475525,17873
Tamil Nadu,1994,10,POST_MONSOON,0.13131225109100342,17874
Punjab,1926,7,MONSOON,0.13128222525119781,17875
Bihar,2008,7,MONSOON,0.13127806782722473,17876
Lakshadweep,1944,3,PRE_MONSOON,0.13127534091472626,17877
North Interior Karnataka,1929,2,WINTER,0.13126327097415924,17878
Coastal Karnataka,1956,9,MONSOON,0.13125206530094147,17879
Konkan & Goa,1980,3,PRE_MONSOON,0.13119758665561676,17880
Telangana,1959,7,MONSOON,0.1311182975769043,17881
Naga Mani Mizo Tripura,1949,3,PRE_MONSOON,0.1311177909374237,17882
Haryana Delhi & Chandigarh,1972,7,MONSOON,0.13109400868415833,17883
West Rajasthan,1943,6,MONSOON,0.13109028339385986,17884
Jammu & Kashmir,1922,7,MONSOON,0.13108637928962708,17885
East Uttar Pradesh,1913,7,MONSOON,0.1310592144727707,17886
Rayalseema,1970,4,PRE_MONSOON,0.13105618953704834,17887
Jammu & Kashmir,1995,2,WINTER,0.13102926313877106,17888
Coastal Karnataka,1979,9,MONSOON,0.13102510571479797,17889
Andaman & Nicobar Islands,1961,8,MONSOON,0.13097545504570007,17890
Madhya Maharashtra,1976,5,PRE_MONSOON,0.13089056313037872,17891
Jharkhand,1959,4,PRE_MONSOON,0.13088983297348022,17892
East Rajasthan,1965,7,MONSOON,0.13087986409664154,17893
Himachal Pradesh,1922,7,MONSOON,0.13087055087089539,17894
Arunachal Pradesh,1997,12,WINTER,0.1308363974094391,17895
West Madhya Pradesh,1932,3,PRE_MONSOON,0.13081291317939758,17896
Matathwada,1978,4,PRE_MONSOON,0.1307990998029709,17897
Andaman & Nicobar Islands,1913,3,PRE_MONSOON,0.13079717755317688,17898
Jammu & Kashmir,1967,10,POST_MONSOON,0.1307799369096756,17899
Rayalseema,1946,4,PRE_MONSOON,0.13076990842819214,17900
Himachal Pradesh,1931,7,MONSOON,0.13075801730155945,17901
Coastal Karnataka,1949,9,MONSOON,0.1307528018951416,17902
Chhattisgarh,1958,4,PRE_MONSOON,0.13074253499507904,17903
Haryana Delhi & Chandigarh,2000,4,PRE_MONSOON,0.13073956966400146,17904
East Uttar Pradesh,1937,4,PRE_MONSOON,0.13073115050792694,17905
Haryana Delhi & Chandigarh,1989,4,PRE_MONSOON,0.13071446120738983,17906
Gangetic West Bengal,2001,7,MONSOON,0.130680114030838,17907
Jammu & Kashmir,1997,3,PRE_MONSOON,0.13067995011806488,17908
Coastal Karnataka,1935,8,MONSOON,0.1306694597005844,17909
Rayalseema,1910,4,PRE_MONSOON,0.1306682974100113,17910
Bihar,2009,3,PRE_MONSOON,0.13065053522586823,17911
Sub Himalayan West Bengal & Sikkim,2003,2,WINTER,0.130624458193779,17912
Rayalseema,2000,5,PRE_MONSOON,0.13061311841011047,17913
Andaman & Nicobar Islands,1912,9,MONSOON,0.130574032664299,17914
Himachal Pradesh,2011,1,WINTER,0.1305617392063141,17915
Telangana,1909,4,PRE_MONSOON,0.13056163489818573,17916
Telangana,1948,7,MONSOON,0.13055071234703064,17917
Coastal Karnataka,1994,6,MONSOON,0.1305471807718277,17918
Rayalseema,1993,5,PRE_MONSOON,0.130537211894989,17919
Tamil Nadu,2000,10,POST_MONSOON,0.13051725924015045,17920
West Uttar Pradesh,1962,4,PRE_MONSOON,0.13050751388072968,17921
North Interior Karnataka,1979,3,PRE_MONSOON,0.1304583102464676,17922
Orissa,1987,8,MONSOON,0.1304578185081482,17923
North Interior Karnataka,1981,3,PRE_MONSOON,0.1303902417421341,17924
Orissa,2016,4,PRE_MONSOON,0.13037198781967163,17925
Andaman & Nicobar Islands,1971,6,MONSOON,0.13037161529064178,17926
Jharkhand,1977,8,MONSOON,0.13036930561065674,17927
Jammu & Kashmir,1918,8,MONSOON,0.13036483526229858,17928
Jharkhand,1956,4,PRE_MONSOON,0.13035035133361816,17929
Bihar,1912,3,PRE_MONSOON,0.13034497201442719,17930
Gangetic West Bengal,1977,7,MONSOON,0.1303357034921646,17931
Chhattisgarh,1943,3,PRE_MONSOON,0.13033416867256165,17932
Naga Mani Mizo Tripura,2008,8,MONSOON,0.13033021986484528,17933
West Uttar Pradesh,1903,4,PRE_MONSOON,0.13029763102531433,17934
East Madhya Pradesh,1994,7,MONSOON,0.13028088212013245,17935
West Uttar Pradesh,1955,4,PRE_MONSOON,0.13027985394001007,17936
Himachal Pradesh,1965,9,MONSOON,0.13027384877204895,17937
Chhattisgarh,1936,3,PRE_MONSOON,0.1302395910024643,17938
Jharkhand,1989,3,PRE_MONSOON,0.13018420338630676,17939
West Uttar Pradesh,1947,7,MONSOON,0.13015234470367432,17940
Himachal Pradesh,1935,7,MONSOON,0.13014495372772217,17941
Gujarat Region,1950,7,MONSOON,0.13012288510799408,17942
Jharkhand,1949,6,MONSOON,0.13011927902698517,17943
Naga Mani Mizo Tripura,1933,8,MONSOON,0.13005667924880981,17944
Gujarat Region,1952,6,MONSOON,0.1299867033958435,17945
South Interior Karnataka,1936,1,WINTER,0.12998081743717194,17946
Jammu & Kashmir,1903,1,WINTER,0.1299767792224884,17947
Assam & Meghalaya,1922,2,WINTER,0.12996169924736023,17948
Andaman & Nicobar Islands,1925,10,POST_MONSOON,0.12993496656417847,17949
Chhattisgarh,2004,3,PRE_MONSOON,0.129934623837471,17950
Coastal Andhra Pradesh,2004,6,MONSOON,0.12986266613006592,17951
Sub Himalayan West Bengal & Sikkim,1917,8,MONSOON,0.12985171377658844,17952
Haryana Delhi & Chandigarh,1939,4,PRE_MONSOON,0.12982842326164246,17953
Gangetic West Bengal,1975,2,WINTER,0.12979759275913239,17954
Matathwada,1922,8,MONSOON,0.12978944182395935,17955
Haryana Delhi & Chandigarh,1961,7,MONSOON,0.12978634238243103,17956
Punjab,1957,4,PRE_MONSOON,0.12978613376617432,17957
Kerala,1949,1,WINTER,0.12977313995361328,17958
Jammu & Kashmir,1954,8,MONSOON,0.12976284325122833,17959
Jharkhand,1951,4,PRE_MONSOON,0.1297493577003479,17960
East Uttar Pradesh,1917,7,MONSOON,0.1297067254781723,17961
Jammu & Kashmir,1937,11,POST_MONSOON,0.12968960404396057,17962
Sub Himalayan West Bengal & Sikkim,1913,1,WINTER,0.12967322766780853,17963
Jharkhand,1925,3,PRE_MONSOON,0.12965437769889832,17964
Jharkhand,2003,3,PRE_MONSOON,0.12965388596057892,17965
North Interior Karnataka,1948,2,WINTER,0.12961308658123016,17966
Himachal Pradesh,1912,4,PRE_MONSOON,0.12960098683834076,17967
Chhattisgarh,1948,7,MONSOON,0.12959249317646027,17968
East Uttar Pradesh,1902,3,PRE_MONSOON,0.12958712875843048,17969
Chhattisgarh,1947,8,MONSOON,0.12956687808036804,17970
West Rajasthan,1935,6,MONSOON,0.12955597043037415,17971
West Rajasthan,1971,4,PRE_MONSOON,0.12955304980278015,17972
Chhattisgarh,1992,4,PRE_MONSOON,0.12952904403209686,17973
Coastal Andhra Pradesh,1954,9,MONSOON,0.12951990962028503,17974
Himachal Pradesh,1946,7,MONSOON,0.12951800227165222,17975
Naga Mani Mizo Tripura,1911,3,PRE_MONSOON,0.1295166313648224,17976
Lakshadweep,1932,3,PRE_MONSOON,0.12951317429542542,17977
Jharkhand,1915,3,PRE_MONSOON,0.12949582934379578,17978
Himachal Pradesh,2008,2,WINTER,0.12948612868785858,17979
Tamil Nadu,1914,9,MONSOON,0.12947769463062286,17980
West Uttar Pradesh,1915,8,MONSOON,0.12947767972946167,17981
Matathwada,1921,4,PRE_MONSOON,0.12947484850883484,17982
Assam & Meghalaya,1912,8,MONSOON,0.12946532666683197,17983
Kerala,1916,10,POST_MONSOON,0.12946198880672455,17984
West Uttar Pradesh,1960,4,PRE_MONSOON,0.1294412463903427,17985
Sub Himalayan West Bengal & Sikkim,1926,8,MONSOON,0.12943319976329803,17986
Matathwada,1935,3,PRE_MONSOON,0.1294076293706894,17987
Tamil Nadu,1995,5,PRE_MONSOON,0.1293216049671173,17988
Jharkhand,1948,4,PRE_MONSOON,0.1293163299560547,17989
Jharkhand,1935,4,PRE_MONSOON,0.12929002940654755,17990
Andaman & Nicobar Islands,1960,5,PRE_MONSOON,0.12922795116901398,17991
Haryana Delhi & Chandigarh,1924,7,MONSOON,0.12919197976589203,17992
Andaman & Nicobar Islands,1932,9,MONSOON,0.1291896253824234,17993
Naga Mani Mizo Tripura,1923,6,MONSOON,0.12918345630168915,17994
Telangana,1911,8,MONSOON,0.12913790345191956,17995
Rayalseema,1931,8,MONSOON,0.12910906970500946,17996
Jharkhand,2016,4,PRE_MONSOON,0.12909992039203644,17997
Jharkhand,1944,4,PRE_MONSOON,0.1290358155965805,17998
Jharkhand,1955,4,PRE_MONSOON,0.12901568412780762,17999
Madhya Maharashtra,1958,4,PRE_MONSOON,0.1290082335472107,18000
Punjab,1965,4,PRE_MONSOON,0.12898032367229462,18001
Andaman & Nicobar Islands,1950,9,MONSOON,0.12896232306957245,18002
Assam & Meghalaya,1918,1,WINTER,0.12888823449611664,18003
Lakshadweep,1947,7,MONSOON,0.12887252867221832,18004
Naga Mani Mizo Tripura,1987,2,WINTER,0.12885786592960358,18005
East Uttar Pradesh,1969,4,PRE_MONSOON,0.12885728478431702,18006
Naga Mani Mizo Tripura,2015,7,MONSOON,0.12884768843650818,18007
West Madhya Pradesh,1909,6,MONSOON,0.12883833050727844,18008
Himachal Pradesh,1912,2,WINTER,0.12882232666015625,18009
Telangana,1984,8,MONSOON,0.1287982314825058,18010
Gangetic West Bengal,2007,6,MONSOON,0.1287539303302765,18011
Jharkhand,1910,7,MONSOON,0.12873663008213043,18012
Andaman & Nicobar Islands,1942,7,MONSOON,0.12871509790420532,18013
Jharkhand,1957,7,MONSOON,0.12869246304035187,18014
Haryana Delhi & Chandigarh,1925,4,PRE_MONSOON,0.12867558002471924,18015
East Madhya Pradesh,1930,4,PRE_MONSOON,0.12866729497909546,18016
Telangana,1927,4,PRE_MONSOON,0.1286432445049286,18017
West Madhya Pradesh,1965,4,PRE_MONSOON,0.12862519919872284,18018
Bihar,1917,3,PRE_MONSOON,0.12861590087413788,18019
Punjab,1969,7,MONSOON,0.12861284613609314,18020
Jammu & Kashmir,1960,8,MONSOON,0.1285981982946396,18021
Assam & Meghalaya,2013,6,MONSOON,0.12858834862709045,18022
Himachal Pradesh,1912,7,MONSOON,0.12857793271541595,18023
East Madhya Pradesh,1943,7,MONSOON,0.12855717539787292,18024
Jammu & Kashmir,1986,11,POST_MONSOON,0.12853816151618958,18025
Haryana Delhi & Chandigarh,1983,6,MONSOON,0.12853015959262848,18026
Jammu & Kashmir,2016,2,WINTER,0.12843452394008636,18027
Coastal Andhra Pradesh,1976,8,MONSOON,0.12840776145458221,18028
Orissa,1966,3,PRE_MONSOON,0.12840375304222107,18029
East Madhya Pradesh,1997,7,MONSOON,0.128402978181839,18030
Coastal Karnataka,1912,9,MONSOON,0.1283794641494751,18031
Naga Mani Mizo Tripura,1964,1,WINTER,0.12836700677871704,18032
Himachal Pradesh,1997,12,WINTER,0.12836435437202454,18033
South Interior Karnataka,1971,9,MONSOON,0.12828528881072998,18034
Uttarakhand,1940,8,MONSOON,0.12828028202056885,18035
Tamil Nadu,1983,5,PRE_MONSOON,0.12826569378376007,18036
Lakshadweep,1928,3,PRE_MONSOON,0.12825465202331543,18037
Jharkhand,1947,7,MONSOON,0.12824440002441406,18038
Orissa,1964,4,PRE_MONSOON,0.12823419272899628,18039
North Interior Karnataka,1902,6,MONSOON,0.12821900844573975,18040
Tamil Nadu,1993,9,MONSOON,0.12820784747600555,18041
West Madhya Pradesh,1942,7,MONSOON,0.12820737063884735,18042
Tamil Nadu,1911,9,MONSOON,0.12819913029670715,18043
Vidarbha,1980,5,PRE_MONSOON,0.12817968428134918,18044
Haryana Delhi & Chandigarh,1914,5,PRE_MONSOON,0.12817497551441193,18045
Vidarbha,1915,8,MONSOON,0.1281711757183075,18046
Jammu & Kashmir,1915,2,WINTER,0.1281617134809494,18047
Kerala,1925,6,MONSOON,0.12811517715454102,18048
Himachal Pradesh,1973,3,PRE_MONSOON,0.12810736894607544,18049
Jharkhand,1997,8,MONSOON,0.12810112535953522,18050
North Interior Karnataka,1944,9,MONSOON,0.12808524072170258,18051
Vidarbha,1936,3,PRE_MONSOON,0.12807625532150269,18052
Naga Mani Mizo Tripura,1916,4,PRE_MONSOON,0.12806609272956848,18053
Chhattisgarh,1915,8,MONSOON,0.12805967032909393,18054
West Uttar Pradesh,1947,4,PRE_MONSOON,0.12803123891353607,18055
Jammu & Kashmir,1968,10,POST_MONSOON,0.12801238894462585,18056
Himachal Pradesh,1986,1,WINTER,0.1280040144920349,18057
East Uttar Pradesh,1974,8,MONSOON,0.127968892455101,18058
Assam & Meghalaya,2014,1,WINTER,0.12794077396392822,18059
Lakshadweep,1998,7,MONSOON,0.12793023884296417,18060
Jammu & Kashmir,1931,1,WINTER,0.12792851030826569,18061
Jammu & Kashmir,1938,3,PRE_MONSOON,0.12790647149085999,18062
Andaman & Nicobar Islands,1914,3,PRE_MONSOON,0.1278972178697586,18063
West Uttar Pradesh,1942,5,PRE_MONSOON,0.12789028882980347,18064
Himachal Pradesh,2009,12,WINTER,0.1278664767742157,18065
Jammu & Kashmir,1932,12,WINTER,0.12783636152744293,18066
Orissa,1913,5,PRE_MONSOON,0.12781785428524017,18067
