subdivision,year,month,season,probability,risk_rank
Tamil Nadu,2002,6,MONSOON,0.9908819198608398,1
Tamil Nadu,2002,5,PRE_MONSOON,0.9906021356582642,2
Tamil Nadu,2002,4,PRE_MONSOON,0.9892815351486206,3
Tamil Nadu,2002,8,MONSOON,0.9824259281158447,4
East Madhya Pradesh,2002,5,PRE_MONSOON,0.9805379509925842,5
Tamil Nadu,2003,6,MONSOON,0.9783944487571716,6
Tamil Nadu,2002,7,MONSOON,0.9782319664955139,7
Vidarbha,2002,6,MONSOON,0.9774760007858276,8
Tamil Nadu,2003,5,PRE_MONSOON,0.977048933506012,9
Jharkhand,2002,5,PRE_MONSOON,0.9770087599754333,10
East Rajasthan,1918,5,PRE_MONSOON,0.9757934212684631,11
Konkan & Goa,1918,5,PRE_MONSOON,0.9757170081138611,12
Haryana Delhi & Chandigarh,2002,5,PRE_MONSOON,0.9753962755203247,13
Chhattisgarh,1904,6,MONSOON,0.9753441214561462,14
Andaman & Nicobar Islands,1911,6,MONSOON,0.974583089351654,15
Chhattisgarh,1911,6,MONSOON,0.9745158553123474,16
West Uttar Pradesh,2002,5,PRE_MONSOON,0.974230945110321,17
Matathwada,2002,5,PRE_MONSOON,0.9738820195198059,18
Chhattisgarh,2009,5,PRE_MONSOON,0.9737964868545532,19
West Rajasthan,2002,5,PRE_MONSOON,0.9735029935836792,20
Tamil Nadu,2003,7,MONSOON,0.9733182787895203,21
Orissa,1911,6,MONSOON,0.9732608199119568,22
Chhattisgarh,1911,5,PRE_MONSOON,0.9730769991874695,23
Jharkhand,2009,5,PRE_MONSOON,0.9729774594306946,24
Punjab,2002,5,PRE_MONSOON,0.9728832244873047,25
Gujarat Region,2002,4,PRE_MONSOON,0.9720672369003296,26
Andaman & Nicobar Islands,1911,7,MONSOON,0.9718834757804871,27
South Interior Karnataka,2002,5,PRE_MONSOON,0.9718688130378723,28
Saurashtra & Kutch,2002,5,PRE_MONSOON,0.9716029167175293,29
Madhya Maharashtra,1911,6,MONSOON,0.9714640974998474,30
East Madhya Pradesh,2002,6,MONSOON,0.9712293744087219,31
Haryana Delhi & Chandigarh,2002,6,MONSOON,0.9705165028572083,32
Punjab,2002,6,MONSOON,0.9702265858650208,33
West Uttar Pradesh,1911,6,MONSOON,0.9701169729232788,34
South Interior Karnataka,1905,7,MONSOON,0.9700921773910522,35
West Madhya Pradesh,1918,5,PRE_MONSOON,0.970054566860199,36
Matathwada,2002,6,MONSOON,0.9700126051902771,37
West Madhya Pradesh,2002,5,PRE_MONSOON,0.9696001410484314,38
West Uttar Pradesh,2002,6,MONSOON,0.9695228934288025,39
Punjab,1911,6,MONSOON,0.9693241715431213,40
Coastal Karnataka,1918,5,PRE_MONSOON,0.9688183069229126,41
Madhya Maharashtra,1911,5,PRE_MONSOON,0.9686110019683838,42
Tamil Nadu,2004,4,PRE_MONSOON,0.968478262424469,43
East Rajasthan,2002,5,PRE_MONSOON,0.9683616161346436,44
Telangana,2002,6,MONSOON,0.9681777954101562,45
Saurashtra & Kutch,2002,6,MONSOON,0.9681718945503235,46
East Rajasthan,1918,4,PRE_MONSOON,0.9680524468421936,47
Madhya Maharashtra,1905,6,MONSOON,0.9677266478538513,48
Andaman & Nicobar Islands,1923,6,MONSOON,0.9676278829574585,49
Madhya Maharashtra,1905,4,PRE_MONSOON,0.9672520160675049,50
Tamil Nadu,2003,4,PRE_MONSOON,0.9669697880744934,51
Assam & Meghalaya,2011,5,PRE_MONSOON,0.966791033744812,52
Madhya Maharashtra,1918,5,PRE_MONSOON,0.9665235877037048,53
West Uttar Pradesh,1918,6,MONSOON,0.9664757251739502,54
South Interior Karnataka,1911,6,MONSOON,0.9662367105484009,55
South Interior Karnataka,1905,6,MONSOON,0.9662129878997803,56
North Interior Karnataka,2002,6,MONSOON,0.9661955237388611,57
Gujarat Region,2002,6,MONSOON,0.9661185145378113,58
Saurashtra & Kutch,2002,4,PRE_MONSOON,0.9658308625221252,59
Coastal Karnataka,1976,4,PRE_MONSOON,0.9658204913139343,60
North Interior Karnataka,2002,5,PRE_MONSOON,0.965579628944397,61
Chhattisgarh,2009,4,PRE_MONSOON,0.9653939008712769,62
West Madhya Pradesh,1918,4,PRE_MONSOON,0.9651265740394592,63
East Rajasthan,2002,6,MONSOON,0.9647957682609558,64
Vidarbha,1918,4,PRE_MONSOON,0.9647680521011353,65
Konkan & Goa,2002,5,PRE_MONSOON,0.9646539688110352,66
Andaman & Nicobar Islands,1906,8,MONSOON,0.9641611576080322,67
Haryana Delhi & Chandigarh,1911,5,PRE_MONSOON,0.9640770554542542,68
West Rajasthan,2002,6,MONSOON,0.9639497399330139,69
North Interior Karnataka,2002,4,PRE_MONSOON,0.963778018951416,70
Jharkhand,2002,6,MONSOON,0.9636858701705933,71
Orissa,2009,5,PRE_MONSOON,0.9635541439056396,72
South Interior Karnataka,2002,4,PRE_MONSOON,0.9632599353790283,73
West Uttar Pradesh,2009,5,PRE_MONSOON,0.9632017612457275,74
Chhattisgarh,2009,6,MONSOON,0.9631828665733337,75
Madhya Maharashtra,1905,5,PRE_MONSOON,0.9629692435264587,76
West Madhya Pradesh,2002,6,MONSOON,0.9627935290336609,77
Tamil Nadu,2003,8,MONSOON,0.9625252485275269,78
Vidarbha,1918,6,MONSOON,0.9625242948532104,79
Gujarat Region,1918,4,PRE_MONSOON,0.9623822569847107,80
West Madhya Pradesh,2002,4,PRE_MONSOON,0.962350606918335,81
Chhattisgarh,2002,6,MONSOON,0.9622920751571655,82
Chhattisgarh,1905,5,PRE_MONSOON,0.9622098207473755,83
East Rajasthan,1918,6,MONSOON,0.9621168375015259,84
Konkan & Goa,2009,4,PRE_MONSOON,0.9618047475814819,85
East Madhya Pradesh,1911,6,MONSOON,0.961611270904541,86
East Rajasthan,1911,5,PRE_MONSOON,0.9615663886070251,87
Madhya Maharashtra,1905,7,MONSOON,0.9613802433013916,88
Coastal Karnataka,1995,4,PRE_MONSOON,0.9610710740089417,89
Andaman & Nicobar Islands,1923,7,MONSOON,0.9604756236076355,90
East Madhya Pradesh,2009,6,MONSOON,0.9604500532150269,91
Konkan & Goa,2009,5,PRE_MONSOON,0.9601971507072449,92
Andaman & Nicobar Islands,1906,7,MONSOON,0.9600586891174316,93
Jharkhand,2009,4,PRE_MONSOON,0.9599880576133728,94
Andaman & Nicobar Islands,1906,6,MONSOON,0.9599527716636658,95
East Uttar Pradesh,2002,5,PRE_MONSOON,0.9599316120147705,96
Konkan & Goa,1911,5,PRE_MONSOON,0.9597530364990234,97
Konkan & Goa,1905,4,PRE_MONSOON,0.959696888923645,98
South Interior Karnataka,2002,6,MONSOON,0.9596589207649231,99
Vidarbha,2002,5,PRE_MONSOON,0.9595933556556702,100
Jharkhand,2002,4,PRE_MONSOON,0.9595809578895569,101
West Madhya Pradesh,1918,6,MONSOON,0.9593906998634338,102
Madhya Maharashtra,1904,7,MONSOON,0.9593343734741211,103
East Madhya Pradesh,1918,4,PRE_MONSOON,0.959244430065155,104
North Interior Karnataka,1923,5,PRE_MONSOON,0.9591529965400696,105
West Rajasthan,2002,4,PRE_MONSOON,0.959136962890625,106
Coastal Karnataka,2002,5,PRE_MONSOON,0.9588832855224609,107
Assam & Meghalaya,2009,4,PRE_MONSOON,0.9587622880935669,108
Matathwada,1918,5,PRE_MONSOON,0.9586281776428223,109
East Uttar Pradesh,2002,6,MONSOON,0.9586145877838135,110
Konkan & Goa,1911,6,MONSOON,0.9581766128540039,111
Madhya Maharashtra,1911,4,PRE_MONSOON,0.958025336265564,112
Punjab,2002,4,PRE_MONSOON,0.957924485206604,113
Saurashtra & Kutch,1911,4,PRE_MONSOON,0.9577509164810181,114
North Interior Karnataka,1905,6,MONSOON,0.9576618075370789,115
Orissa,2009,4,PRE_MONSOON,0.9576269388198853,116
Telangana,2002,5,PRE_MONSOON,0.9573987126350403,117
Himachal Pradesh,2002,6,MONSOON,0.9572381377220154,118
North Interior Karnataka,1923,4,PRE_MONSOON,0.9570943117141724,119
Tamil Nadu,2004,5,PRE_MONSOON,0.9570388197898865,120
Assam & Meghalaya,2011,4,PRE_MONSOON,0.9568615555763245,121
West Rajasthan,1918,4,PRE_MONSOON,0.9568122029304504,122
Telangana,2002,4,PRE_MONSOON,0.9565871953964233,123
Haryana Delhi & Chandigarh,1911,6,MONSOON,0.9565157890319824,124
South Interior Karnataka,1911,7,MONSOON,0.9563780426979065,125
Chhattisgarh,1907,6,MONSOON,0.9562979340553284,126
Jharkhand,2010,4,PRE_MONSOON,0.9562078714370728,127
Konkan & Goa,2009,6,MONSOON,0.9561189413070679,128
East Madhya Pradesh,2009,5,PRE_MONSOON,0.9560089111328125,129
East Madhya Pradesh,1911,5,PRE_MONSOON,0.9559484124183655,130
Vidarbha,1918,5,PRE_MONSOON,0.9557160139083862,131
Lakshadweep,2002,5,PRE_MONSOON,0.9556776881217957,132
Orissa,2002,6,MONSOON,0.9553464651107788,133
East Rajasthan,1911,6,MONSOON,0.9551964998245239,134
South Interior Karnataka,1918,5,PRE_MONSOON,0.9550811648368835,135
South Interior Karnataka,1911,5,PRE_MONSOON,0.9548943042755127,136
Madhya Maharashtra,1904,4,PRE_MONSOON,0.9546380639076233,137
North Interior Karnataka,1918,4,PRE_MONSOON,0.9545795917510986,138
Uttarakhand,1901,5,PRE_MONSOON,0.9545534253120422,139
Punjab,1918,6,MONSOON,0.954412579536438,140
Madhya Maharashtra,2002,5,PRE_MONSOON,0.9543231129646301,141
Chhattisgarh,1918,6,MONSOON,0.9543164968490601,142
Saurashtra & Kutch,1911,6,MONSOON,0.9541857838630676,143
Madhya Maharashtra,1904,5,PRE_MONSOON,0.9541295766830444,144
Konkan & Goa,1911,4,PRE_MONSOON,0.9540835618972778,145
North Interior Karnataka,1923,3,PRE_MONSOON,0.953870952129364,146
Chhattisgarh,1911,4,PRE_MONSOON,0.9538535475730896,147
Coastal Andhra Pradesh,2002,6,MONSOON,0.9537927508354187,148
Assam & Meghalaya,2013,4,PRE_MONSOON,0.9536557793617249,149
Punjab,1911,5,PRE_MONSOON,0.9532052278518677,150
Haryana Delhi & Chandigarh,2002,4,PRE_MONSOON,0.9530086517333984,151
Matathwada,2002,4,PRE_MONSOON,0.9528527855873108,152
Orissa,1918,5,PRE_MONSOON,0.9528458118438721,153
Orissa,1918,6,MONSOON,0.9527772068977356,154
Telangana,1904,6,MONSOON,0.9524055123329163,155
Coastal Karnataka,1909,5,PRE_MONSOON,0.9523407816886902,156
Assam & Meghalaya,2013,3,PRE_MONSOON,0.9523405432701111,157
West Uttar Pradesh,1905,6,MONSOON,0.9522619843482971,158
Assam & Meghalaya,2009,3,PRE_MONSOON,0.9521788358688354,159
West Uttar Pradesh,1918,5,PRE_MONSOON,0.9521090388298035,160
Punjab,1911,4,PRE_MONSOON,0.9520096182823181,161
West Uttar Pradesh,1907,6,MONSOON,0.9518380761146545,162
Madhya Maharashtra,1923,5,PRE_MONSOON,0.9518017768859863,163
Uttarakhand,1901,4,PRE_MONSOON,0.9517399072647095,164
East Madhya Pradesh,2004,5,PRE_MONSOON,0.951708197593689,165
Naga Mani Mizo Tripura,2013,4,PRE_MONSOON,0.9515045881271362,166
East Uttar Pradesh,1911,6,MONSOON,0.9513756036758423,167
Konkan & Goa,1905,5,PRE_MONSOON,0.9512896537780762,168
North Interior Karnataka,1905,4,PRE_MONSOON,0.9511508345603943,169
Chhattisgarh,1902,4,PRE_MONSOON,0.9511431455612183,170
Sub Himalayan West Bengal & Sikkim,1901,6,MONSOON,0.9511398077011108,171
West Rajasthan,1918,5,PRE_MONSOON,0.9511145949363708,172
Assam & Meghalaya,2009,5,PRE_MONSOON,0.951036274433136,173
East Rajasthan,1911,4,PRE_MONSOON,0.9508950710296631,174
North Interior Karnataka,1918,6,MONSOON,0.9508687853813171,175
Gujarat Region,2002,5,PRE_MONSOON,0.9508557319641113,176
Gujarat Region,1911,4,PRE_MONSOON,0.950797975063324,177
Konkan & Goa,1966,5,PRE_MONSOON,0.9507946372032166,178
Coastal Karnataka,1962,4,PRE_MONSOON,0.9507571458816528,179
Sub Himalayan West Bengal & Sikkim,1904,4,PRE_MONSOON,0.9506012201309204,180
Madhya Maharashtra,1904,6,MONSOON,0.9505712985992432,181
West Uttar Pradesh,1911,5,PRE_MONSOON,0.9504826068878174,182
South Interior Karnataka,1904,7,MONSOON,0.9503466486930847,183
Chhattisgarh,1902,5,PRE_MONSOON,0.9501864314079285,184
North Interior Karnataka,1923,7,MONSOON,0.9501782655715942,185
Lakshadweep,1905,4,PRE_MONSOON,0.9500241875648499,186
Lakshadweep,1901,5,PRE_MONSOON,0.9499481320381165,187
Uttarakhand,1911,6,MONSOON,0.9498295783996582,188
East Madhya Pradesh,2002,4,PRE_MONSOON,0.9495499134063721,189
West Madhya Pradesh,1911,6,MONSOON,0.9494042992591858,190
Andaman & Nicobar Islands,1987,5,PRE_MONSOON,0.9493812918663025,191
Assam & Meghalaya,2011,8,MONSOON,0.9493558406829834,192
Madhya Maharashtra,1917,5,PRE_MONSOON,0.9491313695907593,193
Haryana Delhi & Chandigarh,2006,5,PRE_MONSOON,0.9491053819656372,194
Madhya Maharashtra,1911,7,MONSOON,0.9488196969032288,195
Madhya Maharashtra,1918,6,MONSOON,0.9486538171768188,196
Sub Himalayan West Bengal & Sikkim,1906,6,MONSOON,0.9483498930931091,197
Coastal Karnataka,1962,5,PRE_MONSOON,0.9482789039611816,198
South Interior Karnataka,1923,7,MONSOON,0.9482507109642029,199
Konkan & Goa,2002,6,MONSOON,0.9482223987579346,200
South Interior Karnataka,1904,5,PRE_MONSOON,0.9481713771820068,201
Arunachal Pradesh,1918,1,WINTER,0.9481373429298401,202
Rayalseema,1904,6,MONSOON,0.9481273293495178,203
Sub Himalayan West Bengal & Sikkim,1903,3,PRE_MONSOON,0.9479533433914185,204
West Uttar Pradesh,2002,4,PRE_MONSOON,0.9474842548370361,205
Coastal Karnataka,1903,5,PRE_MONSOON,0.9474749565124512,206
Saurashtra & Kutch,1911,5,PRE_MONSOON,0.9474583864212036,207
Orissa,1905,5,PRE_MONSOON,0.9471670985221863,208
Coastal Karnataka,2002,4,PRE_MONSOON,0.9471267461776733,209
Sub Himalayan West Bengal & Sikkim,1940,1,WINTER,0.9471209049224854,210
West Rajasthan,1911,6,MONSOON,0.9469851851463318,211
West Rajasthan,1911,5,PRE_MONSOON,0.9469348788261414,212
Jharkhand,1911,5,PRE_MONSOON,0.9468917846679688,213
Madhya Maharashtra,1918,4,PRE_MONSOON,0.9468392729759216,214
Orissa,2002,5,PRE_MONSOON,0.9468055367469788,215
Bihar,1903,5,PRE_MONSOON,0.9466928243637085,216
South Interior Karnataka,1904,6,MONSOON,0.9461623430252075,217
Chhattisgarh,1906,5,PRE_MONSOON,0.9461360573768616,218
Rayalseema,1918,6,MONSOON,0.9461174011230469,219
Jharkhand,2010,5,PRE_MONSOON,0.9460710883140564,220
Orissa,1901,5,PRE_MONSOON,0.9460147619247437,221
Lakshadweep,2002,4,PRE_MONSOON,0.9459077715873718,222
East Uttar Pradesh,1918,5,PRE_MONSOON,0.9458720088005066,223
Sub Himalayan West Bengal & Sikkim,1923,5,PRE_MONSOON,0.9458035826683044,224
Chhattisgarh,1906,6,MONSOON,0.9457080364227295,225
Konkan & Goa,2002,4,PRE_MONSOON,0.9455332159996033,226
Andaman & Nicobar Islands,1904,6,MONSOON,0.9454915523529053,227
Vidarbha,2002,4,PRE_MONSOON,0.9454384446144104,228
Madhya Maharashtra,1923,3,PRE_MONSOON,0.9453826546669006,229
Sub Himalayan West Bengal & Sikkim,1904,5,PRE_MONSOON,0.9453011155128479,230
Himachal Pradesh,2002,5,PRE_MONSOON,0.945222020149231,231
Lakshadweep,1904,5,PRE_MONSOON,0.9451606273651123,232
Madhya Maharashtra,2002,4,PRE_MONSOON,0.9448400139808655,233
Matathwada,1918,4,PRE_MONSOON,0.9448317289352417,234
Madhya Maharashtra,2002,6,MONSOON,0.9445846676826477,235
Coastal Karnataka,1908,7,MONSOON,0.9443040490150452,236
Rayalseema,1904,7,MONSOON,0.9442713260650635,237
Telangana,1905,6,MONSOON,0.9441676735877991,238
Telangana,1902,5,PRE_MONSOON,0.9440620541572571,239
Haryana Delhi & Chandigarh,1918,5,PRE_MONSOON,0.9438273310661316,240
Andaman & Nicobar Islands,1907,7,MONSOON,0.9436507821083069,241
Gangetic West Bengal,1911,5,PRE_MONSOON,0.9434045553207397,242
Naga Mani Mizo Tripura,2013,3,PRE_MONSOON,0.9432704448699951,243
North Interior Karnataka,1907,7,MONSOON,0.9432053565979004,244
Coastal Andhra Pradesh,2002,5,PRE_MONSOON,0.9431578516960144,245
West Rajasthan,1918,6,MONSOON,0.9429830312728882,246
Kerala,1987,4,PRE_MONSOON,0.9429274797439575,247
Gujarat Region,1905,7,MONSOON,0.9428321719169617,248
Uttarakhand,1911,5,PRE_MONSOON,0.9427648186683655,249
East Madhya Pradesh,1918,6,MONSOON,0.9427192211151123,250
Sub Himalayan West Bengal & Sikkim,1903,1,WINTER,0.9422253966331482,251
Gujarat Region,1918,5,PRE_MONSOON,0.9421904683113098,252
Telangana,1904,5,PRE_MONSOON,0.9419029951095581,253
Vidarbha,1902,5,PRE_MONSOON,0.9418771266937256,254
Sub Himalayan West Bengal & Sikkim,1907,4,PRE_MONSOON,0.9417919516563416,255
Lakshadweep,2002,6,MONSOON,0.9417632222175598,256
East Madhya Pradesh,1918,5,PRE_MONSOON,0.9417358636856079,257
Chhattisgarh,1907,5,PRE_MONSOON,0.9416559338569641,258
Himachal Pradesh,1911,6,MONSOON,0.9414752125740051,259
Sub Himalayan West Bengal & Sikkim,1905,5,PRE_MONSOON,0.9413321614265442,260
Lakshadweep,1901,4,PRE_MONSOON,0.9412722587585449,261
Coastal Karnataka,1976,5,PRE_MONSOON,0.9412310719490051,262
North Interior Karnataka,1905,5,PRE_MONSOON,0.9407892823219299,263
Punjab,1918,5,PRE_MONSOON,0.9407570958137512,264
Gujarat Region,1911,5,PRE_MONSOON,0.9404862523078918,265
East Rajasthan,2002,4,PRE_MONSOON,0.9403138160705566,266
Andaman & Nicobar Islands,1929,8,MONSOON,0.9402689933776855,267
Coastal Karnataka,1995,5,PRE_MONSOON,0.9402660727500916,268
West Uttar Pradesh,1911,4,PRE_MONSOON,0.9402560591697693,269
Andaman & Nicobar Islands,1905,8,MONSOON,0.9402297735214233,270
Jammu & Kashmir,1901,12,WINTER,0.9400842785835266,271
Konkan & Goa,1971,5,PRE_MONSOON,0.9397110342979431,272
Coastal Karnataka,1962,3,PRE_MONSOON,0.9395126700401306,273
South Interior Karnataka,1905,8,MONSOON,0.9394506812095642,274
Chhattisgarh,1918,5,PRE_MONSOON,0.9394292235374451,275
Orissa,2001,6,MONSOON,0.9394189119338989,276
Chhattisgarh,2002,5,PRE_MONSOON,0.939250111579895,277
Himachal Pradesh,2005,5,PRE_MONSOON,0.9391587376594543,278
Haryana Delhi & Chandigarh,1918,6,MONSOON,0.9389683604240417,279
Uttarakhand,1901,3,PRE_MONSOON,0.93877112865448,280
Tamil Nadu,2009,7,MONSOON,0.9386805891990662,281
Naga Mani Mizo Tripura,1985,7,MONSOON,0.9382026791572571,282
Konkan & Goa,1905,6,MONSOON,0.9382007718086243,283
Vidarbha,1904,5,PRE_MONSOON,0.9381656050682068,284
East Rajasthan,1905,5,PRE_MONSOON,0.9379723072052002,285
Uttarakhand,2009,5,PRE_MONSOON,0.9376706480979919,286
Gangetic West Bengal,2009,5,PRE_MONSOON,0.9375098943710327,287
Jammu & Kashmir,1902,1,WINTER,0.9373237490653992,288
Madhya Maharashtra,1917,4,PRE_MONSOON,0.9373009204864502,289
Lakshadweep,1904,6,MONSOON,0.9372593760490417,290
Rayalseema,1905,8,MONSOON,0.9372406005859375,291
Vidarbha,1904,4,PRE_MONSOON,0.9371489882469177,292
Konkan & Goa,1918,6,MONSOON,0.937114953994751,293
West Madhya Pradesh,1987,4,PRE_MONSOON,0.9371019005775452,294
Sub Himalayan West Bengal & Sikkim,1903,2,WINTER,0.9368104338645935,295
Rayalseema,1905,6,MONSOON,0.9365614056587219,296
Coastal Andhra Pradesh,1911,7,MONSOON,0.9365374445915222,297
Assam & Meghalaya,1960,1,WINTER,0.9365079402923584,298
Rayalseema,1905,7,MONSOON,0.9364939332008362,299
Uttarakhand,1918,6,MONSOON,0.936305582523346,300
Naga Mani Mizo Tripura,1994,6,MONSOON,0.9360796213150024,301
Coastal Andhra Pradesh,1911,5,PRE_MONSOON,0.9358547329902649,302
East Uttar Pradesh,1911,5,PRE_MONSOON,0.935450553894043,303
Bihar,1903,4,PRE_MONSOON,0.9354405403137207,304
Gujarat Region,1905,5,PRE_MONSOON,0.9354401230812073,305
Andaman & Nicobar Islands,1911,5,PRE_MONSOON,0.9351989030838013,306
East Uttar Pradesh,2002,4,PRE_MONSOON,0.935141384601593,307
Lakshadweep,1901,6,MONSOON,0.9350519180297852,308
Chhattisgarh,2002,4,PRE_MONSOON,0.9350401759147644,309
Jharkhand,1918,5,PRE_MONSOON,0.9349008202552795,310
Chhattisgarh,1905,4,PRE_MONSOON,0.9348967671394348,311
South Interior Karnataka,1918,6,MONSOON,0.934826672077179,312
North Interior Karnataka,1921,2,WINTER,0.9347808957099915,313
Gujarat Region,1918,6,MONSOON,0.934634268283844,314
Vidarbha,2001,6,MONSOON,0.9345530271530151,315
West Uttar Pradesh,2006,6,MONSOON,0.9345026612281799,316
Jharkhand,2011,5,PRE_MONSOON,0.9344704151153564,317
Haryana Delhi & Chandigarh,1911,4,PRE_MONSOON,0.9343053102493286,318
Bihar,1904,6,MONSOON,0.9341931343078613,319
Jammu & Kashmir,1965,7,MONSOON,0.934173583984375,320
Arunachal Pradesh,1917,12,WINTER,0.9341031908988953,321
Sub Himalayan West Bengal & Sikkim,1906,3,PRE_MONSOON,0.9338367581367493,322
Himachal Pradesh,1911,5,PRE_MONSOON,0.9335166811943054,323
Orissa,2001,7,MONSOON,0.9335116744041443,324
Tamil Nadu,2001,8,MONSOON,0.9334865808486938,325
Telangana,1902,4,PRE_MONSOON,0.9334664940834045,326
West Madhya Pradesh,1911,5,PRE_MONSOON,0.9334137439727783,327
Coastal Andhra Pradesh,1911,6,MONSOON,0.933407723903656,328
Gangetic West Bengal,2009,4,PRE_MONSOON,0.9333176016807556,329
Konkan & Goa,1966,6,MONSOON,0.9332131147384644,330
North Interior Karnataka,1918,5,PRE_MONSOON,0.9331169128417969,331
East Madhya Pradesh,2004,4,PRE_MONSOON,0.9331061244010925,332
West Uttar Pradesh,1905,5,PRE_MONSOON,0.9330011010169983,333
Tamil Nadu,1984,5,PRE_MONSOON,0.9328438639640808,334
Andaman & Nicobar Islands,1997,7,MONSOON,0.9327300190925598,335
Sub Himalayan West Bengal & Sikkim,1903,4,PRE_MONSOON,0.9327272176742554,336
Sub Himalayan West Bengal & Sikkim,1901,7,MONSOON,0.9327002167701721,337
Jharkhand,2010,6,MONSOON,0.932619035243988,338
Kerala,1983,3,PRE_MONSOON,0.9326033592224121,339
Coastal Karnataka,1923,7,MONSOON,0.9325578808784485,340
South Interior Karnataka,2003,6,MONSOON,0.932462215423584,341
Coastal Andhra Pradesh,2002,7,MONSOON,0.9323609471321106,342
Assam & Meghalaya,2013,5,PRE_MONSOON,0.9322779178619385,343
Tamil Nadu,2001,7,MONSOON,0.9322569370269775,344
West Uttar Pradesh,2009,4,PRE_MONSOON,0.9321892857551575,345
Chhattisgarh,2009,3,PRE_MONSOON,0.9320799708366394,346
North Interior Karnataka,1905,7,MONSOON,0.9320209622383118,347
Bihar,1966,7,MONSOON,0.9320042729377747,348
Andaman & Nicobar Islands,1907,6,MONSOON,0.9319248795509338,349
Kerala,1983,4,PRE_MONSOON,0.9317938089370728,350
West Uttar Pradesh,1905,7,MONSOON,0.9316322803497314,351
Sub Himalayan West Bengal & Sikkim,1939,1,WINTER,0.9314033389091492,352
Orissa,2011,6,MONSOON,0.9314025044441223,353
Jharkhand,1911,6,MONSOON,0.9312952160835266,354
West Uttar Pradesh,2009,6,MONSOON,0.9312911629676819,355
Jharkhand,2011,4,PRE_MONSOON,0.9310870170593262,356
East Madhya Pradesh,1906,6,MONSOON,0.931069552898407,357
Bihar,1979,6,MONSOON,0.9310333728790283,358
Tamil Nadu,1911,6,MONSOON,0.9309902787208557,359
North Interior Karnataka,1912,3,PRE_MONSOON,0.9309014678001404,360
Uttarakhand,2009,6,MONSOON,0.9305546879768372,361
Sub Himalayan West Bengal & Sikkim,1909,5,PRE_MONSOON,0.9303008913993835,362
East Madhya Pradesh,2004,6,MONSOON,0.9302700757980347,363
Bihar,2010,6,MONSOON,0.9297416806221008,364
Andaman & Nicobar Islands,1919,7,MONSOON,0.9296790957450867,365
Haryana Delhi & Chandigarh,1905,6,MONSOON,0.9296164512634277,366
Coastal Karnataka,2009,5,PRE_MONSOON,0.9295684695243835,367
Uttarakhand,1918,5,PRE_MONSOON,0.9295287132263184,368
Jharkhand,2010,7,MONSOON,0.9294787645339966,369
Chhattisgarh,1905,7,MONSOON,0.9294320940971375,370
Kerala,1918,5,PRE_MONSOON,0.9293620586395264,371
Coastal Karnataka,1909,6,MONSOON,0.929029643535614,372
Assam & Meghalaya,2011,7,MONSOON,0.9289103746414185,373
East Madhya Pradesh,1907,6,MONSOON,0.9288001656532288,374
Assam & Meghalaya,2006,7,MONSOON,0.9285673499107361,375
Telangana,1905,5,PRE_MONSOON,0.9285117387771606,376
Kerala,1986,4,PRE_MONSOON,0.928349494934082,377
Chhattisgarh,1918,4,PRE_MONSOON,0.92820805311203,378
East Uttar Pradesh,1918,6,MONSOON,0.9279791712760925,379
Vidarbha,1904,7,MONSOON,0.9276828169822693,380
Chhattisgarh,1909,6,MONSOON,0.9276447296142578,381
Gangetic West Bengal,1911,4,PRE_MONSOON,0.9275637269020081,382
Konkan & Goa,1943,6,MONSOON,0.927554190158844,383
West Rajasthan,1911,4,PRE_MONSOON,0.927513062953949,384
Andaman & Nicobar Islands,1905,9,MONSOON,0.9273943901062012,385
Arunachal Pradesh,2010,1,WINTER,0.9273768663406372,386
Tamil Nadu,1911,7,MONSOON,0.927351176738739,387
East Uttar Pradesh,1918,4,PRE_MONSOON,0.927323043346405,388
Orissa,2011,5,PRE_MONSOON,0.9272391200065613,389
East Rajasthan,1905,6,MONSOON,0.9271364212036133,390
Kerala,1911,6,MONSOON,0.9270576238632202,391
Uttarakhand,2009,7,MONSOON,0.9269610047340393,392
Uttarakhand,1907,6,MONSOON,0.9269243478775024,393
South Interior Karnataka,2003,7,MONSOON,0.9269227385520935,394
Gujarat Region,1911,6,MONSOON,0.9267945289611816,395
Andaman & Nicobar Islands,1904,7,MONSOON,0.9267858862876892,396
Andaman & Nicobar Islands,1987,6,MONSOON,0.9267296195030212,397
West Uttar Pradesh,2005,5,PRE_MONSOON,0.926703155040741,398
Bihar,2010,7,MONSOON,0.9262465834617615,399
Bihar,1972,5,PRE_MONSOON,0.9260784983634949,400
West Uttar Pradesh,1918,4,PRE_MONSOON,0.9259994029998779,401
Naga Mani Mizo Tripura,1972,8,MONSOON,0.9259648323059082,402
Konkan & Goa,2009,7,MONSOON,0.9259573817253113,403
Tamil Nadu,1918,8,MONSOON,0.9258870482444763,404
Punjab,1904,6,MONSOON,0.9258496761322021,405
North Interior Karnataka,1907,4,PRE_MONSOON,0.9257550239562988,406
Chhattisgarh,1904,7,MONSOON,0.925701916217804,407
Chhattisgarh,1906,7,MONSOON,0.9255551695823669,408
Tamil Nadu,2003,3,PRE_MONSOON,0.9254747033119202,409
Lakshadweep,1905,5,PRE_MONSOON,0.9253405332565308,410
Sub Himalayan West Bengal & Sikkim,1905,4,PRE_MONSOON,0.9252909421920776,411
